

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),PRIN: A Probabilistic Recommender with Item Priors and Neural Models.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Information Retrieval Models for Contact Recommendation in Social Networks.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Conformative Filtering for Implicit Feedback Data.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Binarized Knowledge Graph Embeddings.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),A Supervised Keyphrase Extraction System Based on Graph Representation Learning.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Comparison of Sentiment Analysis and User Ratings in Venue Recommendation.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),AntRS: Recommending Lists Through a Multi-objective Ant Colony System.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Automated Early Leaderboard Generation from Comparative Tables.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Predicting the Topic of Your Next Query for Just-In-Time IR.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Identifying Unclear Questions in Community Question Answering Websites.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Local and Global Query Expansion for Hierarchical Complex Topics.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Word Embeddings for Entity-Annotated Texts.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Vectors of Pairwise Item Preferences.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Compressing Inverted Indexes with Recursive Graph Bisection: A Reproducibility Study.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),An Experimental Study of Index Compression and DAAT Query Processing Methods.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Reproducing and Generalizing Semantic Term Matching in Axiomatic Information Retrieval.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Optimizing Ranking Models in an Online Setting.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Simple Techniques for Cross-Collection Relevance Feedback.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),A Comparative Study of Summarization Algorithms Applied to Legal Case Judgments.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Replicating Relevance-Ranked Synonym Discovery in a New Language and Domain.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),On Cross-Domain Transfer in Venue Recommendation.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),The Effect of Algorithmic Bias on Recommender Systems for Massive Open Online Courses.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),Domain Adaptive Neural Sentence Compression by Tree Cutting.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Systems),An Axiomatic Approach to Diagnosing Neural IR Models.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Learning Lexical-Semantic Relations Using Intuitive Cognitive Links.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Relationship Prediction in Dynamic Heterogeneous Information Networks.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Retrieving Relationships from a Knowledge Graph for Question Answering.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Embedding Geographic Locations for Modelling the Natural Environment Using Flickr Tags and Structured Data.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Recognising Summary Articles.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Towards Content Expiry Date Determination: Predicting Validity Periods of Sentences.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Dynamic Ensemble Selection for Author Verification.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Structural Similarity Search for Formulas Using Leaf-Root Paths in Operator Subtrees.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),PRIN: A Probabilistic Recommender with Item Priors and Neural Models.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Information Retrieval Models for Contact Recommendation in Social Networks.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Conformative Filtering for Implicit Feedback Data.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Binarized Knowledge Graph Embeddings.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),A Supervised Keyphrase Extraction System Based on Graph Representation Learning.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Comparison of Sentiment Analysis and User Ratings in Venue Recommendation.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),AntRS: Recommending Lists Through a Multi-objective Ant Colony System.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Automated Early Leaderboard Generation from Comparative Tables.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Predicting the Topic of Your Next Query for Just-In-Time IR.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Identifying Unclear Questions in Community Question Answering Websites.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Local and Global Query Expansion for Hierarchical Complex Topics.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Word Embeddings for Entity-Annotated Texts.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Vectors of Pairwise Item Preferences.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Compressing Inverted Indexes with Recursive Graph Bisection: A Reproducibility Study.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),An Experimental Study of Index Compression and DAAT Query Processing Methods.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Reproducing and Generalizing Semantic Term Matching in Axiomatic Information Retrieval.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Optimizing Ranking Models in an Online Setting.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Simple Techniques for Cross-Collection Relevance Feedback.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),A Comparative Study of Summarization Algorithms Applied to Legal Case Judgments.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Replicating Relevance-Ranked Synonym Discovery in a New Language and Domain.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),On Cross-Domain Transfer in Venue Recommendation.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),The Effect of Algorithmic Bias on Recommender Systems for Massive Open Online Courses.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Domain Adaptive Neural Sentence Compression by Tree Cutting.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),An Axiomatic Approach to Diagnosing Neural IR Models.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Term Selection for Query Expansion in Medical Cross-Lingual Information Retrieval.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Zero-Shot Language Transfer for Cross-Lingual Sentence Retrieval Using Bidirectional Attention Model.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),QRFA: A Data-Driven Model of Information-Seeking Dialogues.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Reproducibility (Application),Iterative Relevance Feedback for Answer Passage Retrieval with Passage-Level Semantic Match.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Learning Lexical-Semantic Relations Using Intuitive Cognitive Links.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Relationship Prediction in Dynamic Heterogeneous Information Networks.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Retrieving Relationships from a Knowledge Graph for Question Answering.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Embedding Geographic Locations for Modelling the Natural Environment Using Flickr Tags and Structured Data.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Recognising Summary Articles.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Towards Content Expiry Date Determination: Predicting Validity Periods of Sentences.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Dynamic Ensemble Selection for Author Verification.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Structural Similarity Search for Formulas Using Leaf-Root Paths in Operator Subtrees.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,PRIN: A Probabilistic Recommender with Item Priors and Neural Models.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Information Retrieval Models for Contact Recommendation in Social Networks.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Conformative Filtering for Implicit Feedback Data.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Binarized Knowledge Graph Embeddings.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,A Supervised Keyphrase Extraction System Based on Graph Representation Learning.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Comparison of Sentiment Analysis and User Ratings in Venue Recommendation.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,AntRS: Recommending Lists Through a Multi-objective Ant Colony System.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Automated Early Leaderboard Generation from Comparative Tables.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Predicting the Topic of Your Next Query for Just-In-Time IR.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Identifying Unclear Questions in Community Question Answering Websites.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Local and Global Query Expansion for Hierarchical Complex Topics.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Word Embeddings for Entity-Annotated Texts.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Vectors of Pairwise Item Preferences.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Compressing Inverted Indexes with Recursive Graph Bisection: A Reproducibility Study.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,An Experimental Study of Index Compression and DAAT Query Processing Methods.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Reproducing and Generalizing Semantic Term Matching in Axiomatic Information Retrieval.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Optimizing Ranking Models in an Online Setting.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Simple Techniques for Cross-Collection Relevance Feedback.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,A Comparative Study of Summarization Algorithms Applied to Legal Case Judgments.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Replicating Relevance-Ranked Synonym Discovery in a New Language and Domain.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,On Cross-Domain Transfer in Venue Recommendation.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,The Effect of Algorithmic Bias on Recommender Systems for Massive Open Online Courses.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Domain Adaptive Neural Sentence Compression by Tree Cutting.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,An Axiomatic Approach to Diagnosing Neural IR Models.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Term Selection for Query Expansion in Medical Cross-Lingual Information Retrieval.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Zero-Shot Language Transfer for Cross-Lingual Sentence Retrieval Using Bidirectional Attention Model.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,QRFA: A Data-Driven Model of Information-Seeking Dialogues.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Iterative Relevance Feedback for Answer Passage Retrieval with Passage-Level Semantic Match.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,LICD: A Language-Independent Approach for Aspect Category Detection.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,Topic Grouper: An Agglomerative Clustering Approach to Topic Modeling.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,"Meta-evaluation of Dynamic Search: How Do Metrics Capture Topical Relevance, Diversity and User Effort?"

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Neural IR,A Markovian Approach to Evaluate Session-Based IR Systems.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Learning Lexical-Semantic Relations Using Intuitive Cognitive Links.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Relationship Prediction in Dynamic Heterogeneous Information Networks.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Retrieving Relationships from a Knowledge Graph for Question Answering.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Embedding Geographic Locations for Modelling the Natural Environment Using Flickr Tags and Structured Data.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Recognising Summary Articles.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Towards Content Expiry Date Determination: Predicting Validity Periods of Sentences.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Dynamic Ensemble Selection for Author Verification.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Structural Similarity Search for Formulas Using Leaf-Root Paths in Operator Subtrees.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,PRIN: A Probabilistic Recommender with Item Priors and Neural Models.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Information Retrieval Models for Contact Recommendation in Social Networks.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Conformative Filtering for Implicit Feedback Data.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Binarized Knowledge Graph Embeddings.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,A Supervised Keyphrase Extraction System Based on Graph Representation Learning.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Comparison of Sentiment Analysis and User Ratings in Venue Recommendation.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,AntRS: Recommending Lists Through a Multi-objective Ant Colony System.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Automated Early Leaderboard Generation from Comparative Tables.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Predicting the Topic of Your Next Query for Just-In-Time IR.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Identifying Unclear Questions in Community Question Answering Websites.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Local and Global Query Expansion for Hierarchical Complex Topics.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Word Embeddings for Entity-Annotated Texts.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Vectors of Pairwise Item Preferences.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Compressing Inverted Indexes with Recursive Graph Bisection: A Reproducibility Study.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,An Experimental Study of Index Compression and DAAT Query Processing Methods.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Reproducing and Generalizing Semantic Term Matching in Axiomatic Information Retrieval.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Optimizing Ranking Models in an Online Setting.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Simple Techniques for Cross-Collection Relevance Feedback.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,A Comparative Study of Summarization Algorithms Applied to Legal Case Judgments.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Replicating Relevance-Ranked Synonym Discovery in a New Language and Domain.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,On Cross-Domain Transfer in Venue Recommendation.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,The Effect of Algorithmic Bias on Recommender Systems for Massive Open Online Courses.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Domain Adaptive Neural Sentence Compression by Tree Cutting.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,An Axiomatic Approach to Diagnosing Neural IR Models.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Term Selection for Query Expansion in Medical Cross-Lingual Information Retrieval.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Zero-Shot Language Transfer for Cross-Lingual Sentence Retrieval Using Bidirectional Attention Model.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,QRFA: A Data-Driven Model of Information-Seeking Dialogues.

"Advances in Information Retrieval - 41st European Conference on IR Research, ECIR 2019, Cologne, Germany, April 14-18, 2019, Proceedings, Part I.",Cross Lingual IR,Iterative Relevance Feedback for Answer Passage Retrieval with Passage-Level Semantic Match.

